region,province,name,tc,cres,csor,istat,area,pop,alt,isle,sea,pden,wden,urb,fee,d_fee,sample,organic,paper,glass,wood,metal,plastic,raee,texile,other,msw_so,msw_un,msw,sor,geo,roads,s_wteregio,s_landfill,gdp,proads,wage,finance
Veneto,Padova,Correzzola,259.95707782629637,77.63582664707455,79.3896724344149,26765.80502170524,81.30914154019493,11678.899240981596,1.7144586198397451,-0.01446721021463197,0.8247669985035886,399.8468215132667,249947.14164765683,2.3453639505279624,PAYT,0.2934729662245658,0.632195116079272,28.3850934878043,10.407051110702188,9.898717104989315,3.1885992503097444,1.4742755008498165,6.69611112924468,0.966044428582103,0.5168812079432811,6.419970813681381,5289995.129171099,2033042.937708158,7315748.822085304,71.57961135749812,2.8790839337379466,64.99384624479441,10.4571215453814,13.236475509425205,7.4513982164956065,5.321955965794321,9.501699088135735,7.674940162990448
Liguria,Savona,Borghetto Santo Spirito,249.71787405367536,77.39233501850048,72.92706746221515,24766.583491247853,83.77819694794955,13769.362615864355,1.8334520312544023,-0.023755584549364078,0.8429340692307192,410.21521584051186,254347.0332842138,2.3156347439430043,STANDARD,0.27161990565585004,0.6907071449524761,28.137014796734377,10.544552392450257,9.866566513290145,3.316443378049054,1.5396132663225501,6.64598585640986,1.0077089676327216,0.5168791855745004,5.858712333896202,5728462.10701848,2991618.922224931,8764613.07173739,69.97442284880182,2.9706920494630618,70.99003043220853,10.992813731704416,11.933501623653516,7.444777034876793,5.362416911032229,9.530985733973592,7.668120345923069
Veneto,Venezia,Concordia Sagittaria,236.33786501499245,76.36349204235474,65.12825823818132,24411.73525779171,84.54379224221206,17388.164745435657,1.9258622117419786,-0.026984807540387973,0.8498341289832798,429.1181494152246,259902.68919997313,2.2995896146912407,STANDARD,0.25867924257406383,0.7564477383396989,27.72094349283601,10.628558008424736,9.73122773495165,3.354788091039405,1.5638449381836266,6.478504450725746,1.0645302873955238,0.5249151590944434,5.492214083090677,6341159.285873016,4287621.239531773,10747498.421271136,67.99131839603895,3.0283200211615116,84.20946481204192,12.231784373862233,10.930181854370375,7.432459369933133,5.3472020833909,9.555053673729935,7.655433151031104
Emilia_Romagna,Ferrara,Ostellato,223.66346279544138,76.14996631577675,57.62628902181764,25513.775415407923,83.87981643346518,22274.629400476602,1.9885293092179928,-0.019026925614388103,0.8461919506269086,462.8921106579972,272297.4493393649,2.293601669786174,PAYT,0.2505787793200603,0.8192075819831477,27.094572694583253,10.613253216680963,9.496575280096105,3.3241962422699074,1.5488673028042421,6.182457614058926,1.1267467893070546,0.53855779447677,5.297323986186313,7139737.292509909,5836376.88311588,13183895.984115828,65.70050321630185,3.04304827797098,104.496957991402,13.918021599643561,10.268985555787506,7.416794751877679,5.278060669248277,9.572756410109545,7.639298594433998
Friuli_Venezia_Giulia,Udine,Marano Lagunare,215.6001856929132,78.35030882113733,51.95074256794527,27667.139389482014,82.12077556814985,27753.422625873314,2.0228378986487043,0.004070037909944471,0.8345544902318833,513.1785008810195,295578.9119965403,2.2950416381465493,STANDARD,0.24334097022575735,0.8701125237155244,26.269181166632354,10.461751305741979,9.167503553204522,3.2554841823664544,1.503335143993791,5.760118959688173,1.1838609265459692,0.5535816115411519,5.233693574562464,8059143.01464839,7467315.926179734,15826147.32178991,63.212695325333755,3.0127354349042283,130.0341629750513,15.760556342267137,9.953111372544686,7.400785620021395,5.163097463988789,9.583347244656306,7.622809188622037
Friuli_Venezia_Giulia,Udine,Cervignano del Friuli,215.01922369893356,84.04589520645649,49.223999702650325,30350.286842958616,79.4808722065577,32853.52073906881,2.033856855204445,0.0435864520729166,0.8182064935646478,575.5435108545419,330642.76139181334,2.3035211801195272,STANDARD,0.23373583224115846,0.9035668521373736,25.313902416860223,10.162251770229094,8.75618928271191,3.181955475198733,1.4415443726584631,5.233011463112506,1.2273678676746826,0.5653379153091136,5.259798188269465,8959516.978363287,8945560.250141583,18285281.887230344,60.69165448376718,2.942589107827415,157.5091207246124,17.484500078328292,9.950613339277854,7.38783833042673,5.014771163080533,9.586642625958163,7.609473480339541
Veneto,Venezia,Jesolo,223.05210009687804,93.42154652918398,49.99210913735722,33036.45213776957,76.04966140350639,36535.580447541564,2.028843370512083,0.09707833175316849,0.8001628775256286,639.9787413072365,374637.84868589224,2.320583329471688,STANDARD,0.21966183173213055,0.9183008421811035,24.338176606832313,9.73806353959075,8.288774377905032,3.132318274942589,1.3812187452822389,4.643102079455216,1.2525554450564553,0.5701094340661906,5.3421792182397345,9662318.630251884,10021683.727573976,20120099.37575966,58.35545384858703,2.844452547923498,182.80643007767168,18.870396162972405,10.200632193572389,7.381361751853142,4.847441294894724,9.583257214659884,7.602802604408747
Friuli_Venezia_Giulia,Trieste,Trieste,238.90738339905857,105.62456115096134,54.208045836130566,35292.032514198814,71.90641141445523,37960.246169321545,2.0155494975888266,0.15818733327758558,0.7825556086045653,693.2703103329815,421511.1868159048,2.348150743390181,STANDARD,0.2002417161141299,0.9172033852305116,23.45884264403483,9.248402007137102,7.809439703408576,3.125619738289651,1.340502031869733,4.048804201151049,1.2590676967103913,0.5660943493980393,5.457681210154614,10005211.08108217,10493864.59708127,20957364.905268308,56.460763611574194,2.734721723527124,201.98833750811983,19.775805191653525,10.62390391127986,7.384210625627408,4.67519319788398,9.574744230662438,7.605736944396236
Emilia_Romagna,Ferrara,Fiscaglia,260.1957397783748,118.90539236404675,61.344213353675194,36847.21080594724,67.25551988912895,36714.77213526775,2.0007572258439343,0.21752720788683727,0.766556221255944,722.5861572344387,463547.9288972171,2.3865038919633177,PAYT,0.1756915907161331,0.905998539047097,22.762837849407738,8.779070547263341,7.379024770170906,3.1688225550764093,1.3345618336517915,3.516304148885689,1.2502728314395504,0.5537991389681599,5.590960913374266,9894261.228998445,10262119.024472093,20600425.913742706,55.26771302430226,2.6311238750468564,212.24696720899883,20.13922615235059,11.138606587161728,7.398078759004898,4.510462900711554,9.563493194770222,7.620021121775041
Veneto,Venezia,Eraclea,283.6258339995562,131.01092569007517,70.58416001441972,37630.10606114226,62.49580495211891,32929.609869262335,1.9893281666496776,0.2645502475544437,0.7527604973051437,719.1923525118898,493441.49737755395,2.4326966270673682,STANDARD,0.14705560899987355,0.8911969680332659,22.277339860160104,8.424731483061478,7.066796971960086,3.2569608993202346,1.3723215370236832,3.1077791737667573,1.2317583884134486,0.5358029132116782,5.73046017015853,9335012.799414407,9357442.245843237,19089969.88697684,54.98855246111286,2.548948328938706,212.53883928844533,19.971166639238323,11.679653111560452,7.423033468716841,4.363602785460633,9.552332502059361,7.645724472778332
Campania,Napoli,Lacco Ameno,305.85856381235817,139.7332149894021,81.03368877897859,37762.07158321039,58.18444937930843,27254.079752978712,1.9838526164222121,0.2899794807208669,0.7417885990991253,681.1337728713432,506262.59913215775,2.4801119081735052,STANDARD,0.11590010618808473,0.8779889966294927,21.956707892405944,8.266859648806678,6.936341564349294,3.375327862975402,1.4539541119938622,2.868909157094307,1.2094468625997337,0.5160252113554511,5.865425067118721,8433787.618107643,7937819.798036205,16700085.309620392,55.73019533160671,2.497600927752073,203.74275376549107,19.33902453419078,12.216278828146029,7.4573859677380865,4.24312847865486,9.54391254587236,7.681107546770204
Toscana,Livorno,Porto Azzurro,324.2903850899744,143.47060015232157,91.89692188240103,37517.25478578355,54.914902318017575,20705.878451280827,1.984800573556503,0.28817686986847896,0.7347818389480414,614.0364897339566,500739.51722295844,2.5194228982630045,STANDARD,0.08404239819162382,0.8687582373066063,21.690822614650724,8.35298000507575,7.029016806577337,3.5029395854976344,1.5698283634499313,2.818536999605259,1.1878709617012002,0.49873512026988376,5.985093014680276,7372355.798011789,6254244.132324221,13876313.421481509,57.44642059634275,2.4784221790816763,188.35188388398106,18.351363657728974,12.761137317456187,7.4979925335106286,4.15612782323605,9.540049563234149,7.722932309515917
Veneto,Venezia,Torre di Mosto,337.57458118689385,141.64879335467003,102.57930444114206,37254.33938215742,53.16905839046401,14445.683363097918,1.9909760627372641,0.25878601763510245,0.7335277532175574,529.7977207978824,479498.5022744653,2.5407261079659,STANDARD,0.05336103717050544,0.8626744809137291,21.33370884914472,8.682870696264107,7.350003503030419,3.6165561735551606,1.701484683737879,2.9432115690647516,1.169073564312018,0.48756382930787556,6.07972003791645,6367764.552722803,4598646.41260532,11140221.432519795,59.91722631543964,2.4844845925930756,169.85131141648208,17.144261741432167,13.365429534928882,7.540916457650286,4.108298627584875,9.541246598192417,7.767143951379761
Friuli_Venezia_Giulia,Udine,Lignano Sabbiadoro,345.76920534045655,134.88262969387208,112.70256854982108,37332.5825314871,53.2105479277986,9543.218484335692,2.0000767380913294,0.20716000079842414,0.740097390524583,443.6096473339162,448257.188144682,2.53622056139909,STANDARD,0.025700263419089514,0.856446804617962,20.745905269574102,9.205870413879648,7.861908953775137,3.694702360954512,1.824850634820299,3.1985162987698326,1.1524178501485538,0.48473887517990943,6.142311102484387,5631484.52813466,3249042.1150104306,8990910.844015766,62.76851516581917,2.502586420788078,151.9939582708261,15.869330232740555,14.098845970293365,7.582230950256026,4.103320384577081,9.546561818438738,7.80969787876367
Friuli_Venezia_Giulia,Gorizia,Grado,350.10223869682125,124.82838817105096,122.04186036809014,38027.39135331181,55.058607262325154,6792.289665202678,2.0092393155810013,0.14341026994246117,0.7560786158811414,370.2779001243877,414293.6199027734,2.5026279514655565,STANDARD,0.0028437581727659726,0.8459155824575644,19.839993763489357,9.830572059914527,8.488981256448268,3.7212912489978685,1.9153086352860662,3.517585992545088,1.1353362028959826,0.49067779468516537,6.169910326117687,5338192.940388665,2424794.859388533,7827439.687087001,65.53499979773726,2.5170195121000787,138.1610075312682,14.681179396225989,15.018857802734317,7.618687859561942,4.141660358983546,9.553885183836547,7.84724849534876
Veneto,Venezia,Cavallino-Treporti,352.4441503205864,113.76342628734764,130.41741116592607,39461.83765603546,58.53741789413946,6606.8026940520085,2.0155537806979895,0.08028844112608842,0.7816672796003211,320.97034019054615,384714.0425928617,2.4426116792862884,STANDARD,-0.013501709940507528,0.8278776160077397,18.6169049420267,10.444795202117529,9.131790417852915,3.6885257629195807,1.9535592627164593,3.8253389530424626,1.1147638643556648,0.5039920213220512,6.163842573050671,5607405.170594452,2258801.262124256,7902492.660600412,67.75557832079247,2.5141146199440425,130.90740106637097,13.722181681174197,16.13885786063468,7.648050015403439,4.219300893647778,9.560553926530934,7.877491515865496
Veneto,Venezia,Ceggia,354.65095120442544,104.00845125232237,137.5864758227769,41568.77960561611,63.35804103619789,9000.568571164758,2.016596726471775,0.030423141826912647,0.8149709023454064,301.3188049506982,365048.94493392564,2.364717060240421,STANDARD,-0.021789328424066955,0.8014717692738887,17.181706898463055,10.940835185998836,9.688831511920172,3.5987283867437383,1.9307432182766224,4.055221813874074,1.0887713471219551,0.5218750016273088,6.12892407995681,6494916.330717186,2786899.060744633,9304383.788385557,69.07807217145535,2.4862636294210243,131.70056726473786,13.104115637558063,17.406667023298617,7.669052251299631,4.327080278636695,9.564131219710841,7.899123818838566
Sardegna,Oristano,Bosa,357.96776442803485,97.35311290047767,143.1808021789143,44093.31898636962,69.17872083614844,13632.848903938173,2.011029191159868,0.0035904555273133533,0.8518496541709158,311.28661283130145,358527.5422462634,2.281739491676355,STANDARD,-0.02084194309464179,0.7686249478152363,15.731742199817578,11.239506039155668,10.079136325569682,3.4647026876863736,1.85124286491737,4.164271734820608,1.0578124248048888,0.5407836157090704,6.072025010457227,7988773.1651324555,3950746.0955829197,11957797.666502584,69.3440711608137,2.434209151942485,140.80727985961005,12.88875110911628,18.702889985153597,7.681131411578805,4.451254809170624,9.563123595346775,7.911565353926109
Veneto,Venezia,Chioggia,362.65636018066255,94.64267345770061,146.71916206784542,46637.739524855555,75.60993362262701,19894.881097216883,1.999227343496981,0.00466517961542013,0.8864685313105454,346.59977844984843,366094.4579286876,2.207837512050866,STANDARD,-0.010190757581616508,0.7334068044245958,14.516684052793474,11.306899144052803,10.25952745239486,3.308272217422284,1.732094955159385,4.142477706540464,1.025099644948815,0.5572665109960241,6.00038499605582,10006879.702576445,5609884.1729750335,15635376.606438,68.62785176471695,2.3668707634210335,157.28700142816731,13.071579596338413,19.862944769407626,7.6841558977144135,4.575517796393436,9.557432091445738,7.914680574645781
Toscana,Lucca,Forte dei Marmi,367.9381184272984,95.63298822753268,147.69749083070533,48742.21225532949,82.17174694582613,27017.688442083083,1.9838039096561926,0.03270576525734183,0.9125055813222929,401.04004366714815,386956.0635243775,2.1550535862058005,STANDARD,0.009540664600129475,0.7005417206037344,13.777984350144607,11.159916829759194,10.231790904069522,3.1568652960084047,1.5989081791710433,4.013840934739961,0.9959019661561692,0.5687515912576581,5.919917405952951,12398222.269653257,7560690.466420576,19979238.99327546,67.21576251855558,2.2987046582349087,179.0921243745392,13.57384753487952,20.719054946257334,7.678341900973786,4.684174866632672,9.548409441342233,7.908692158002938
Emilia_Romagna,Forli'-Cesena,Cesenatico,372.2488327957779,99.1395522563841,145.73005887411009,49986.21009244428,88.24996351835175,34190.27815171447,1.969795437047868,0.08133479698189557,0.9247265941143168,468.68076660890847,419286.1986495039,2.130110581144053,STANDARD,0.036371102097998924,0.6736369776318206,13.6822390385237,10.85979377442563,10.038187135563593,3.0384333026313017,1.4792880823133416,3.828827514367493,0.9759471542092497,0.5740937861233297,5.833639238013271,14953456.918380788,9562139.844963282,24537783.337367862,65.53036929907768,2.2453455831670444,203.31483760768182,14.247404118879151,21.151492527261404,7.664390133305122,4.765674591681465,9.538506137375943,7.894321837304221
Lazio,Latina,Gaeta,373.71315928951293,103.42063304624132,140.69477784028768,50089.54964241299,93.11129644129684,40681.40157386528,1.9642925789315722,0.14027055744926778,0.9204772082331889,545.2704519776419,460736.8841347229,2.1323596955139044,STANDARD,0.0670091818870056,0.653797178670043,14.266930904762095,10.495985235570412,9.74724913676567,2.9755174513812386,1.3956300642447235,3.6503709631582204,0.9694657812712932,0.5737234528977375,5.7404726593225845,17430165.118308313,11368586.391921382,28823329.5052341,64.02096008296095,2.2188221780530824,226.61751091281295,14.894670185783024,21.134129095286163,7.643698751228788,4.8154319819337115,9.530601437808647,7.87300971376561
Abruzzo,Teramo,Silvi,370.69073288275865,106.67170389435611,132.83222994907914,48989.80132049067,96.01568525095615,45953.710350575544,1.9754040176418783,0.1976157108131003,0.9006196263664844,628.3666271757821,508568.67839467793,2.1535405236970986,STANDARD,0.09735350317692586,0.6391666911959781,15.416036801482198,10.165051823356986,9.434532599848314,2.9797400399018046,1.3594177083400907,3.5374202450107646,0.9775902294967012,0.5693339506082172,5.634909272706505,19592744.02590546,12767362.297789652,32388679.781712275,63.05260240648964,2.223798500779334,245.82550352763906,15.302671799820079,20.759295093287115,7.618407519956344,4.83698302610933,9.527202376666525,7.846959745555009
Toscana,Livorno,Campo nell'Elba,362.23729486453846,107.48672464343903,122.76259721232358,46875.53804057573,96.41375418277343,49749.74057265448,2.010648653369462,0.24236484662828223,0.8695717996035981,716.3348822802902,559452.2155338606,2.1795965254785026,STANDARD,0.12344355726655624,0.625616704461149,16.87651835321206,9.94995661763243,9.16405318420768,3.048188081031308,1.3687327903994333,3.530640159305397,0.9977352068927351,0.563187492163877,5.508166866659829,21258909.423971683,13615022.282719899,34908852.30504536,62.82600313271005,2.2560187781373244,258.5717191635668,15.286240887216428,20.231314134698017,7.591070418428869,4.840962690589139,9.529732401776753,7.818802530981722
Veneto,Venezia,Venezia,348.3608337338913,105.16482976153887,111.41129262228125,44162.87183124103,94.16329130891407,52123.12394444516,2.0750993109218667,0.26657427043894166,0.8343595774003099,806.764126955835,609186.4972995634,2.194247630350614,STANDARD,0.1426687715829135,0.6083827418622463,18.31584058391291,9.904470101739772,8.975364871982364,3.1629302425042845,1.409678855520559,3.644068847578866,1.0242511423211507,0.5572574430818347,5.351249877376748,22338376.3797862,13862986.276352435,36244706.98957101,63.34987862906753,2.3034917370182186,263.81061707284346,14.732072309486886,19.825977972672053,7.563931744167379,4.842064301966874,9.538110177519915,7.7908496964923994
Emilia_Romagna,Ferrara,Riva del Po,330.0193442868329,99.79753273690649,99.86222894853043,41415.201549574165,89.66920104979783,53394.085413701156,2.1697651607570485,0.26674022453283,0.802891627049628,895.0589804841538,652644.4675182091,2.1834887600123096,PAYT,0.15487407105990517,0.584105006609174,19.408133374182363,10.045550865266737,8.879030677245689,3.294238485466481,1.461184914598135,3.8646078426554475,1.0501757040983808,0.5525054765550182,5.1596721914448835,22848485.7757396,13563579.709863102,36464459.01077517,64.47011022720378,2.350126659170145,262.0148787689533,13.63338132697146,19.822830164252302,7.538015525767245,4.854789444957123,9.550741464507675,7.764155991540273
Campania,Napoli,Ischia,308.88119707087014,92.1409389967695,89.17718786219581,39220.83601158551,83.86551672995229,54028.26995097917,2.290721411901422,0.24412934867754182,0.7819181827403927,973.8925544474216,684167.5349860659,2.139820171353305,STANDARD,0.16293219660264863,0.5525536398702645,19.9262327638739,10.354277776735572,8.86045507946576,3.40711060933344,1.5016103957960136,4.1588083717012285,1.0694874093011424,0.548568085521119,4.938706311968149,22897974.446957894,12852016.726406325,35809823.3588481,65.9416962479814,2.380767322911109,254.95061568614324,12.105365500864476,20.42599429853219,7.5124149318004285,4.889207910214893,9.564931641862861,7.737787379754451
Toscana,Lucca,Viareggio,286.93022677062453,83.33726612850789,80.22523339881984,38056.461954243714,78.01420626962638,54466.39936646128,2.429341329639516,0.20405391903724207,0.7752545121180139,1033.8795273122657,698432.0734549348,2.064965425657602,STANDARD,0.17243891234443726,0.5173986081110353,19.812352515702656,10.783810784684709,8.88961314081082,3.4696825646115164,1.5150623878805969,4.484295527155971,1.0790535383244457,0.5439908356935096,4.707293344812842,22641772.461043753,11907504.069774354,34612656.69369821,67.5166123087762,2.3860981586489736,245.07295662100006,10.375001728623944,21.694817356130613,7.484189661420904,4.947971449575222,9.57760503834118,7.708715351263535
Liguria,La Spezia,Levanto,266.0312214868726,74.58350350819087,73.5583331804701,38171.83367627913,73.37092747969965,54956.75201984008,2.5736894869210003,0.15432893079646665,0.782794136015848,1065.3819250097317,691591.3384869173,1.9701629606872886,STANDARD,0.19042712957628333,0.48568891793892277,19.203880002796126,11.271453270436103,8.932830818689624,3.461409124768624,1.4955147582084112,4.801982924644445,1.0795499913728335,0.5369412026428757,4.498620525972224,22221747.243718,10904337.59783544,33187590.06471513,69.0173169365622,2.3658798338859968,234.73292160746686,8.744512999695868,23.50566076024812,7.44911005933285,5.025450173871485,9.586126250635733,7.672583361112833
Veneto,Venezia,Noventa di Piave,247.57221499123347,66.84580769334367,69.35371722125532,39528.83453580145,70.82864736799421,55449.87430783825,2.7107869941217877,0.1033311804836508,0.8006158698411372,1060.9428200431357,662347.7099998898,1.873776345923829,STANDARD,0.22332715482200965,0.46613719341631005,18.402618624301986,11.7514329802028,8.962744124223375,3.3787500691222405,1.4476050047012055,5.085297052330111,1.074989137959585,0.5261309138803749,4.356084815002883,21715093.20960586,9968148.293462995,31737220.896943063,70.37257262655662,2.329439223848779,225.47007812880847,7.53474707126354,25.559823912311906,7.403173700270496,5.109209182586974,9.588987653107536,7.625268911278605
Liguria,La Spezia,La Spezia,232.27077060507114,60.69044637629522,67.42662353182018,41814.992429668724,70.66711917772525,55598.52841046986,2.829177590921385,0.05815636156761471,0.8221665587360979,1017.5920733351961,612589.6448605598,1.7967788374218743,PAYT,0.2747125216911389,0.46671565801345044,17.7927215088227,12.165501869619655,8.963746309019601,3.2366354906599697,1.3841016520939597,5.323875649516822,1.0709961167050255,0.5115727836824289,4.324793377715225,21110038.505358867,9151111.896888902,30303168.665222775,71.60677568528796,2.293169094610496,217.6405982385598,7.020652051517338,27.440734112785954,7.344477186077522,5.183330537726746,9.586168025458871,7.564811501659841
Abruzzo,Chieti,Francavilla al Mare,220.1813536479355,56.25780281026359,67.3036177875269,44530.22857763859,72.49984021412556,54869.65283998776,2.9211099806384273,0.02331813816811778,0.8401766422088286,938.2612600392251,547338.8298535079,1.7573687018240118,STANDARD,0.343543035844171,0.49231519228249637,17.729396512427165,12.46963498446821,8.932124122458106,3.065088891108042,1.3211071143766175,5.521194088184464,1.0724419127027836,0.4948399207625037,4.440428280601712,20318101.81448537,8433173.325034278,28779250.32612697,72.79092897426911,2.2757362962853747,210.5023086771498,7.373944493235664,28.709113028213636,7.274791579439045,5.232545607741093,9.579067859154105,7.493035326822218
Toscana,Livorno,Livorno,210.88287246717385,53.36022672794947,68.33810984975271,47122.41379488621,75.43498326085768,52732.948507554735,2.9837528623685463,0.00026623127799437,0.8487415045565584,831.7837259224041,473952.1802959821,1.7663048783132382,STANDARD,0.4235624615022484,0.5432127995164343,18.431431897653635,12.63657258024286,8.87201305614342,2.9017519043584485,1.2727371903269398,5.6876554157498145,1.0813010703456685,0.478681449206311,4.718561431208231,19217616.349833686,7746814.921802634,26979138.396268792,73.9769167695026,2.2924491294713443,202.70005984750455,8.626721946704023,29.012207800028442,7.200174572314241,5.245948563924787,9.570055211687327,7.416179809483684
